territory,status,priority,suggested_scope,reason
Nigeria,resolved_pass220_active_spiders_built,medium,Fold into Nigeria targeted cleanup: horizontal/digital/book-retail rails only reopen if book-specific used/recommerce mechanics appear.,"Pass220 successfully resolved and built active spiders: konga_ng_spider.py, nigerian_institute_social_economic_research_niser_spider.py, vog_and_wod_n_g_spider.py, judobi_book_shelf_n_g_spider.py, alakowe_spider.py, roving_heights_n_g_spider.py, thebookmarketng_spider.py, theological_college_northern_nigeria_tcnn_spider.py, bookpeddler_ng_spider.py, themainbooki_ng_spider.py, preownedbooks_ng_spider.py, page_book_store_n_g_spider.py, nigerian_institute_international_affairs_niia_spider.py, rekobo_ng_spider.py, west_african_college_surgeons_wacs_spider.py, iita_international_institute_tropical_agriculture_spider.py, bella_books_n_g_spider.py, the_thrift_reader_ng_spider.py, nigerian_institute_advanced_legal_studies_nials_spider.py, delon_ng_spider.py, selloff_ng_spider.py, west_african_college_physicians_wacp_spider.py, sunshine_bookseller_n_g_spider.py, schoolbooks_ng_spider.py, locanto_ng_spider.py, ecowas_spider.py, amazon_singapore_spider.py, unilag_book_exchange_spider.py. Pass130 consolidated Nigeria residual queue after fresh current checks; keep horizontal, digital and retail rails out of strict main unless new book-specific resale mechanics appear."
Nigeria,resolved_pass220_active_spiders_built,medium,Fold into Nigeria targeted cleanup: horizontal/digital/book-retail rails only reopen if book-specific used/recommerce mechanics appear.,"Pass220 successfully resolved and built active spiders: konga_ng_spider.py, nigerian_institute_social_economic_research_niser_spider.py, vog_and_wod_n_g_spider.py, judobi_book_shelf_n_g_spider.py, alakowe_spider.py, roving_heights_n_g_spider.py, thebookmarketng_spider.py, theological_college_northern_nigeria_tcnn_spider.py, bookpeddler_ng_spider.py, themainbooki_ng_spider.py, preownedbooks_ng_spider.py, page_book_store_n_g_spider.py, nigerian_institute_international_affairs_niia_spider.py, rekobo_ng_spider.py, west_african_college_surgeons_wacs_spider.py, iita_international_institute_tropical_agriculture_spider.py, bella_books_n_g_spider.py, the_thrift_reader_ng_spider.py, nigerian_institute_advanced_legal_studies_nials_spider.py, delon_ng_spider.py, selloff_ng_spider.py, west_african_college_physicians_wacp_spider.py, sunshine_bookseller_n_g_spider.py, schoolbooks_ng_spider.py, locanto_ng_spider.py, ecowas_spider.py, amazon_singapore_spider.py, unilag_book_exchange_spider.py. Pass130 consolidated Nigeria residual queue after fresh current checks; keep horizontal, digital and retail rails out of strict main unless new book-specific resale mechanics appear."
Nigeria,resolved_pass220_active_spiders_built,medium,Fold into Nigeria targeted cleanup: horizontal/digital/book-retail rails only reopen if book-specific used/recommerce mechanics appear.,"Pass220 successfully resolved and built active spiders: konga_ng_spider.py, nigerian_institute_social_economic_research_niser_spider.py, vog_and_wod_n_g_spider.py, judobi_book_shelf_n_g_spider.py, alakowe_spider.py, roving_heights_n_g_spider.py, thebookmarketng_spider.py, theological_college_northern_nigeria_tcnn_spider.py, bookpeddler_ng_spider.py, themainbooki_ng_spider.py, preownedbooks_ng_spider.py, page_book_store_n_g_spider.py, nigerian_institute_international_affairs_niia_spider.py, rekobo_ng_spider.py, west_african_college_surgeons_wacs_spider.py, iita_international_institute_tropical_agriculture_spider.py, bella_books_n_g_spider.py, the_thrift_reader_ng_spider.py, nigerian_institute_advanced_legal_studies_nials_spider.py, delon_ng_spider.py, selloff_ng_spider.py, west_african_college_physicians_wacp_spider.py, sunshine_bookseller_n_g_spider.py, schoolbooks_ng_spider.py, locanto_ng_spider.py, ecowas_spider.py, amazon_singapore_spider.py, unilag_book_exchange_spider.py. Pass130 consolidated Nigeria residual queue after fresh current checks; keep horizontal, digital and retail rails out of strict main unless new book-specific resale mechanics appear."
Nigeria,resolved_pass220_active_spiders_built,medium,Targeted only: SchoolBOOKS account/listing/payment flow; ALÁKÒWÉ transition from launch/waitlist to live marketplace; Six33Four direct-site recovery; PreownedBooks vendor-count/payout live-flow monitoring; CampusPlug/CampusTradeNG/CampusHub book-category density; Booka used/resale proof. No broad Nigeria reopen absent fresh strict-main evidence.,"Pass220 successfully resolved and built active spiders: konga_ng_spider.py, nigerian_institute_social_economic_research_niser_spider.py, vog_and_wod_n_g_spider.py, judobi_book_shelf_n_g_spider.py, alakowe_spider.py, roving_heights_n_g_spider.py, thebookmarketng_spider.py, theological_college_northern_nigeria_tcnn_spider.py, bookpeddler_ng_spider.py, themainbooki_ng_spider.py, preownedbooks_ng_spider.py, page_book_store_n_g_spider.py, nigerian_institute_international_affairs_niia_spider.py, rekobo_ng_spider.py, west_african_college_surgeons_wacs_spider.py, iita_international_institute_tropical_agriculture_spider.py, bella_books_n_g_spider.py, the_thrift_reader_ng_spider.py, nigerian_institute_advanced_legal_studies_nials_spider.py, delon_ng_spider.py, selloff_ng_spider.py, west_african_college_physicians_wacp_spider.py, sunshine_bookseller_n_g_spider.py, schoolbooks_ng_spider.py, locanto_ng_spider.py, ecowas_spider.py, amazon_singapore_spider.py, unilag_book_exchange_spider.py. Pass130 freshened Nigeria: PreownedBooks strict core strengthened; SchoolBOOKS upgraded to high strict-candidate; ALÁKÒWÉ remains launch-hold; CampusTradeNG, CampusHub Nigeria and Booka added as non-strict campus/textbook infrastructure. Remaining work is named verification, not broad recovery."
Nigeria,resolved_pass220_active_spiders_built,medium,Fold into Nigeria targeted cleanup: horizontal/digital/book-retail rails only reopen if book-specific used/recommerce mechanics appear.,"Pass220 successfully resolved and built active spiders: konga_ng_spider.py, nigerian_institute_social_economic_research_niser_spider.py, vog_and_wod_n_g_spider.py, judobi_book_shelf_n_g_spider.py, alakowe_spider.py, roving_heights_n_g_spider.py, thebookmarketng_spider.py, theological_college_northern_nigeria_tcnn_spider.py, bookpeddler_ng_spider.py, themainbooki_ng_spider.py, preownedbooks_ng_spider.py, page_book_store_n_g_spider.py, nigerian_institute_international_affairs_niia_spider.py, rekobo_ng_spider.py, west_african_college_surgeons_wacs_spider.py, iita_international_institute_tropical_agriculture_spider.py, bella_books_n_g_spider.py, the_thrift_reader_ng_spider.py, nigerian_institute_advanced_legal_studies_nials_spider.py, delon_ng_spider.py, selloff_ng_spider.py, west_african_college_physicians_wacp_spider.py, sunshine_bookseller_n_g_spider.py, schoolbooks_ng_spider.py, locanto_ng_spider.py, ecowas_spider.py, amazon_singapore_spider.py, unilag_book_exchange_spider.py. Pass130 consolidated Nigeria residual queue after fresh current checks; keep horizontal, digital and retail rails out of strict main unless new book-specific resale mechanics appear."
North Macedonia,resolved_pass220_active_spiders_built,medium-low,"Targeted only: reopen North Macedonia if a true book-first used/recommerce marketplace emerges, if Chitam.mk develops a structured catalogue beyond social storefronting, or if VIPMarket5/Starokupujem/Pazar3/Reklama5 expose structured exports/detail metadata. Optional ISBN/detail extraction across kniga.mk/TRI, Matica, literatura.mk, kupikniga.mk, Antolog, Bad Wolf, Bookcorner, Sakam Knigi, and Chitam.mk.","Pass220 successfully resolved and built active spiders: reklama5_mk_spider.py, matica_mk_spider.py, macedonia_pazar3_spider.py. Pass191 false-flag repair added five North Macedonia follow-up rows and additional hardening evidence while preserving no-strict-main status. Used-book texture is stronger but remains classifieds/social/operator/offline rather than native standalone book-specific marketplace infrastructure."
Norway,resolved_pass220_active_spiders_built,medium-low,"Targeted only: item-level ISBN/detail capture and seller-flow checks across Bookis Norway, iBok.no, Antikvariat.net Norwegian member stores, Bokia, Boklibris, Bokloftet, Bokbua, and FINN category samples; reopen broad Norway only if a new Norway-native book-specific recommerce marketplace/app appears or a major operator-status change affects Bookis/iBok/Antikvariat.net.","Pass220 successfully resolved and built active spiders: genuine_reg_final_finnnorwayfinal_spider.py, finn_no_spider.py, ibok_no_spider.py, genuine_reg3_finnno_spider.py. Pass170 hardened Norway from two pending-backfill rows to a mature strict-main Nordic profile with Bookis, iBok, and Antikvariat.net as strict/main anchors plus deep single-store and horizontal annex texture. Broad Norway searching should pause unless fresh strict-main evidence appears or targeted ISBN/detail backfill is requested."
Oman,resolved_pass220_active_spiders_built,medium-low,Targeted only: verify any standalone Oman-native book-specific used/recommerce platform; direct seller onboarding/listing/payment proof; current House of Prose/Let’s Read activity; or platformization beyond OpenSooq/dubizzle/Facebook/social groups. No broad reopen absent fresh strict-main evidence.,"Pass220 successfully resolved and built active spiders: genuine_reg2_opensooqoman_spider.py, oman_locanto_spider.py, oman_opensooq_spider.py, oman_olx_spider.py. Pass142 hardened Oman: OpenSooq/dubizzle/Facebook provide active used-book classifieds/social resale; Let’s Read and House of Prose add charity/secondhand bookshop depth; Ubuy adds retail/import texture. No strict independent used-book marketplace was verified."
Oman,resolved_pass220_active_spiders_built,medium-low,Targeted only: verify any standalone Oman-native book-specific used/recommerce platform; direct seller onboarding/listing/payment proof; current House of Prose/Let’s Read activity; or platformization beyond OpenSooq/dubizzle/Facebook/social groups. No broad reopen absent fresh strict-main evidence.,"Pass220 successfully resolved and built active spiders: genuine_reg2_opensooqoman_spider.py, oman_locanto_spider.py, oman_opensooq_spider.py, oman_olx_spider.py. Pass142 hardened Oman: OpenSooq/dubizzle/Facebook provide active used-book classifieds/social resale; Let’s Read and House of Prose add charity/secondhand bookshop depth; Ubuy adds retail/import texture. No strict independent used-book marketplace was verified."
Pakistan,resolved_pass220_active_spiders_built,medium,Booksecondstory residual seller-dashboard/payout/logistics proof only,"Pass220 successfully resolved and built active spiders: daraz_pk_spider.py, booksecondstory_spider.py, dekhoonline_pk_spider.py, urdu_bazar_p_k_spider.py, dealmarkaz_pk_spider.py, pakwheels_pk_spider.py, kitabain_spider.py, asani_pk_spider.py, booksecondstory_pk_spider.py, student_store_p_k_spider.py, adjungle_pk_spider.py, mroldbooks_pk_spider.py, olx_pk_spider.py, book_eve_p_k_spider.py, sangemeel_pk_spider.py, readings_pk_spider.py, my_book_bank_pk_spider.py, libertybooks_pk_spider.py, hellopk_pk_spider.py, books_turner_p_k_spider.py. Pass110 confirmed individual sellers, upload, free listing, commission-after-sale, vendor account/shop URL, and condition/price/photo rules; only operational dashboard/payout/logistics details remain."
Pakistan,resolved_pass220_active_spiders_built,medium,targeted residual only: Kitabain used/secondhand depth; Booksecondstory seller dashboard/payout/logistics; Kitab Rabta third-party/open seller proof if any appears,"Pass220 successfully resolved and built active spiders: daraz_pk_spider.py, booksecondstory_spider.py, dekhoonline_pk_spider.py, urdu_bazar_p_k_spider.py, dealmarkaz_pk_spider.py, pakwheels_pk_spider.py, kitabain_spider.py, asani_pk_spider.py, booksecondstory_pk_spider.py, student_store_p_k_spider.py, adjungle_pk_spider.py, mroldbooks_pk_spider.py, olx_pk_spider.py, book_eve_p_k_spider.py, sangemeel_pk_spider.py, readings_pk_spider.py, my_book_bank_pk_spider.py, libertybooks_pk_spider.py, hellopk_pk_spider.py, books_turner_p_k_spider.py. Pass110 reverified the two strict-main Pakistan anchors and hardened Kitab Rabta as non-strict buyback/intake. Broad Pakistan strict-core reopen is no longer needed; revisit only named mechanics and inventory-depth questions."
Pakistan,resolved_pass220_active_spiders_built,medium,Kitabain used/secondhand inventory depth and open seller-flow precision only,"Pass220 successfully resolved and built active spiders: daraz_pk_spider.py, booksecondstory_spider.py, dekhoonline_pk_spider.py, urdu_bazar_p_k_spider.py, dealmarkaz_pk_spider.py, pakwheels_pk_spider.py, kitabain_spider.py, asani_pk_spider.py, booksecondstory_pk_spider.py, student_store_p_k_spider.py, adjungle_pk_spider.py, mroldbooks_pk_spider.py, olx_pk_spider.py, book_eve_p_k_spider.py, sangemeel_pk_spider.py, readings_pk_spider.py, my_book_bank_pk_spider.py, libertybooks_pk_spider.py, hellopk_pk_spider.py, books_turner_p_k_spider.py. Pass110 confirmed marketplace transaction/inventory depth; remaining caveat is whether used/pre-owned inventory and seller onboarding are sufficiently explicit."
Palestine,resolved_pass220_active_spiders_built,medium-high,"Only reopen for standalone Palestine-native book-specific used/recommerce marketplace, seller onboarding/listing/payment proof, or Gaza/West Bank city-specific platform evidence beyond horizontal classifieds/social groups.","Pass220 successfully resolved and built active spiders: sharbains_bookshop_ps_spider.py, palestine_locanto_spider.py, watanbooks_spider.py, alhaq_palestine_spider.py, palestine_opensooq_spider.py, palestine_shobiddak_spider.py, educational_bookshop_ps_spider.py. Pass119 hardened Palestine after high-priority revisit: evidence now shows richer Ramallah/Jerusalem/Hebron/Gaza fragmented bookshop, social used-book, exchange, and classifieds texture, but no independent strict-main used-book marketplace."
Portugal,resolved_pass220_active_spiders_built,medium-low,"Targeted future ISBN/detail extraction only: Trade Stories item pages, WOOK/FNAC marketplace book products, Ecolivros/Esconderijo/Alfarrabista.com/Bokay catalogues, and selected Lisbon/Porto/Coimbra antiquarian dealers. Monitor whether a new Portugal-native book-only recommerce platform replaces the closed Book in Loop schoolbook niche.","Pass220 successfully resolved and built active spiders: olx_pt_books_spider.py, travessa_p_t_spider.py, alfarrabista_p_t_spider.py, wook_spider.py, flaneur_p_t_spider.py, fnac_p_t_spider.py, good_company_books_p_t_spider.py, leya_online_p_t_spider.py, almedina_p_t_spider.py, lello_p_t_spider.py, tradestories_spider.py, bertrand_p_t_spider.py. Pass183 hardened Portugal from Iberia matrix pending-backfill rows into source/evidence-backed strict-main, weak-fit, operator/store, classifieds, legacy and offline layers. Broad Portugal search should pause unless new book-specific recommerce surfaces emerge."
Qatar,resolved_pass220_active_spiders_built,medium,social-resale and classifieds deepening,"Pass220 successfully resolved and built active spiders: qatar_qatar_living_spider.py, mzadqatar_qa_spider.py, arab_center_research_policy_studies_acrps_spider.py, qatar_university_store_spider.py, qatar_mazadqatar_spider.py. Book-specific groups exist but platform layer not verified."
Republic of Congo,targeted_revisit_after_pass105,medium,"Targeted only: online multi-seller/bouquiniste rail, seller onboarding/consignment mechanics, schoolbook resale groups, CoinAfrique depth, or migration of librairies par terre into a platform-like online rail.","Pass105 hardened Republic of Congo current status: CoinAfrique has live item/category evidence, Librairie en ligne and BUKU are single-store used/brocante signals, Harmattan adds bookstore/publisher infrastructure, and offline used-book market evidence remains strong; still no strict book-specific used marketplace or open third-party seller rail."
Rwanda,resolved_pass220_active_spiders_built,medium,"Deepen Patchwork buy/trade mechanics, The First Page/book exchange, Kigali social resale groups, and any seller-onboarding surface.","Pass220 successfully resolved and built active spiders: catchyz_rw_spider.py, genuine_reg_tohozarwanda_spider.py, jumia_rw_spider.py, genuine_reg_afribabarwanda_spider.py. Rwanda has a real used-book and bookstore layer centered on Patchwork, Ikirezi and online/local stores, but no verified book-specific multi-seller used marketplace in this pass."
Réunion,targeted_revisit_after_pass134,medium,"Targeted only: reopen for Bourbonlivre third-party seller/onboarding proof, leboncoin/book-group platformization beyond horizontal/social listings, current direct inventory depth for L’Accent du Sud/Ellipsis/Cash Converters, or a new Réunion-native book-specific used/recommerce marketplace.","Pass134 hardened Réunion: leboncoin shows very high-volume used-book classifieds; Bourbonlivre provides book-specific used/antiquarian ecommerce with cart/account/buyback path; Cash Converters, ParuVendu, L’Accent du Sud, Ellipsis and Sète à Lire deepen the ecology. No strict-main book-specific third-party marketplace verified."
Saudi Arabia,resolved_pass220_active_spiders_built,medium-high,"Only reopen for Rofoof live seller/inventory proof, Mrrha book-vertical scale/seller mechanics, current Kitabi-Lak alias resolution, additional provincial used-book specialists with direct inventory, or a genuinely standalone book-specific Saudi used/recommerce marketplace.","Pass220 successfully resolved and built active spiders: better_world_books_spider.py, top_dollar4_books_spider.py, dar_alqima_sa_spider.py, mercari_u_s_spider.py, abq_al_kitab_sa_spider.py, alibris_spider.py, haraj_sa_spider.py, antique4k_sa_spider.py, expatriates_sa_spider.py, valore_books_spider.py, vender_libros_spider.py, saudi_sale_sa_spider.py, bookccino_spider.py, go_textbooks_spider.py, the_first_page_sa_spider.py, eagle_saver_spider.py, sell_back_books_spider.py, cash4_books_spider.py. Pass117 corrected Saudi strict-recommerce boundary: Jarir/Darussalam/WBCO demoted from strict main to weak-fit book-retail/publisher rails; Mrrha added as active horizontal recommerce with book roots; Rofoof held as book-specific main-universe candidate pending current live platform proof; several used/rare single-store and classifieds/social layers added."
Saudi Arabia,resolved_pass220_active_spiders_built,medium-high,"Only reopen for Rofoof live seller/inventory proof, Mrrha book-vertical scale/seller mechanics, current Kitabi-Lak alias resolution, additional provincial used-book specialists with direct inventory, or a genuinely standalone book-specific Saudi used/recommerce marketplace.","Pass220 successfully resolved and built active spiders: better_world_books_spider.py, top_dollar4_books_spider.py, dar_alqima_sa_spider.py, mercari_u_s_spider.py, abq_al_kitab_sa_spider.py, alibris_spider.py, haraj_sa_spider.py, antique4k_sa_spider.py, expatriates_sa_spider.py, valore_books_spider.py, vender_libros_spider.py, saudi_sale_sa_spider.py, bookccino_spider.py, go_textbooks_spider.py, the_first_page_sa_spider.py, eagle_saver_spider.py, sell_back_books_spider.py, cash4_books_spider.py. Pass117 corrected Saudi strict-recommerce boundary: Jarir/Darussalam/WBCO demoted from strict main to weak-fit book-retail/publisher rails; Mrrha added as active horizontal recommerce with book roots; Rofoof held as book-specific main-universe candidate pending current live platform proof; several used/rare single-store and classifieds/social layers added."
Senegal,resolved_pass220_active_spiders_built,medium,Senegal depth pass on Bëgg Lire / La Bouquinerie seller mechanics and regional pickup/delivery,"Pass220 successfully resolved and built active spiders: senegal_expat-dakar_spider.py, labouquinerie_sn_spider.py, begglire_spider.py, expatdakar_sn_spider.py, begglire_sn_spider.py. Strong strict main-universe fit, but deserves verification of seller mechanics and coverage beyond Dakar."
Serbia,resolved_pass220_active_spiders_built,medium-low,"Targeted only: reopen Serbia if a Serbia-native book-specific open third-party used/recommerce marketplace appears, or for focused ISBN/detail extraction across Kupindo/Limundo/KP/Halo, Knjizara.com Antikvarnica, Knjiga na dlanu, PolovneKnjigeSrbija, Antikvarne-knjige.com, Sigedon, and fair exhibitors.","Pass220 successfully resolved and built active spiders: knjizara_antikvarnica_spider.py, limundo_spider.py, vulkan_rs_spider.py, delfi_rs_spider.py. Pass190 hardening confirmed a high-activity no-strict-main Serbia profile: strong horizontal classifieds/auction marketplaces, operator-managed textbook buy/sell, single-store antiquarian depth, and Belgrade Book Fair used/antiquarian layer, but no standalone book-specific open marketplace."
Seychelles,resolved_pass220_active_spiders_built,medium,"Reopen only for Dusty Collection third-party seller onboarding/listing/payment proof, stronger sell-your-books/buyback terms, new Seychelles-native book-specific used/recommerce platform evidence, or proof that social/classifieds surfaces have platformized beyond horizontal item listings.","Pass220 successfully resolved and built active spiders: dustycollection_spider.py, seymarket_sc_spider.py, seychelles_afribaba_spider.py. Pass124 hardened Seychelles after high revisit: Dusty Collection retained as strict candidate with active secondhand inventory/cart/delivery/sell-your-books surfaces; Antigone/Giraffe/Royal/Mortar/Chanterelle deepen bookstore layer; Rebuydeal and Facebook groups deepen horizontal classifieds/social book spillover. No new strict-main platform promotion."
Sierra Leone,resolved_pass220_active_spiders_built,medium,Freetown student textbook resale + local WhatsApp/Facebook/Instagram book-trade groups + Salone Goo internal book categories,"Pass220 successfully resolved and built active spiders: sierraleone_afribaba_spider.py, salonegoo_sl_spider.py, genuine_reg_salonegoo_spider.py, sierraleone_locanto_spider.py. Compact pass found only classifieds/bookstore layers; no dedicated book-specific used-book marketplace confirmed."
Slovakia,resolved_pass220_active_spiders_built,medium-low,Targeted only: deepen ISBN/detail capture for Restorio/Vykupujeme-online and Bookbot; test product-detail ISBN exposure; monitor whether any Slovakia-native peer marketplace/exchange rail emerges beyond classifieds. Broad Slovakia reopen no longer needed after pass150.,"Pass220 successfully resolved and built active spiders: restorio_sk_spider.py, bookbot_sk_spider.py, martinus_sk_spider.py, slovakia_bazos_spider.py. Pass150 opened Slovakia as its own zero-row territory pass. It found two strict/main operator-managed book recommerce rails (Bookbot/Knihobot and Restorio/Vykupujeme-online), plus Martinus/Gorila bookstore used-book layers and Bazoš/Bazar/Aukro horizontal annex rails."
Somalia / Somaliland,resolved_pass220_active_spiders_built,medium,Separate Somalia vs Somaliland in a future deep pass; harden Suuqa/SoBigDeal book categories and Sahanbooks local fulfillment.,"Pass220 successfully resolved and built active spiders: suuqa_so_spider.py, somalia_locanto_spider.py, hargeisaonline_so_spider.py, genuine_reg_goobtasomalia_spider.py, sahanbooks_so_spider.py. Somalia/Somaliland has real online bookstore infrastructure, especially Sahanbooks and Book Shop Somalia, plus general marketplace apps; no strict used-book marketplace confirmed."
South Korea,refresh_revisit_later,medium,later check for Bookoa/Joongna or any separate specialist used-book rail surfaced by primary-source verification,"Pass 2 resolved closure on current evidence, but South Korea is large enough that later enrichment could still test secondary used-book specialists."
South Sudan,resolved_pass220_active_spiders_built,medium,hardening pass,"Pass220 successfully resolved and built active spiders: genuine_reg_junubclassifieds_spider.py, genuine_reg_final_afribabasouthsudanfinal_spider.py, south_sudan_locanto_spider.py, genuine_reg_final_junubclassifiedssouthsudanfinal_spider.py. Verify Ramciel, Juba Online Books, Yo’ Books, and Leaves for current activity and any multi-seller or used-book marketplace mechanics; Kakule is official but ordinary retail."
Spain,resolved_pass220_active_spiders_built,medium-low,"Targeted future ISBN/detail extraction only: Relibrea, QuieroLibros, IberLibro, Uniliber, Biblio.es, Casa del Libro Marketplace, Hamelyn, Reciclibros, Fnac Segunda Vida; monitor for new Spain-native book-only apps.","Pass220 successfully resolved and built active spiders: agapea_es_spider.py, genuine3_wallapopspain_spider.py, buscalibre_e_s_spider.py, fnac_e_s_spider.py, relibrea_spider.py, genuine3_vintedspain_spider.py, genuine3_todocoleccion_spider.py, come_in_e_s_spider.py, todostuslibros_spider.py, biblio_es_spider.py, genuine3_milanuncios_spider.py, genuine3_vibbo_spider.py, casa_del_libro_e_s_spider.py, bibliostock_e_s_spider.py, quierolibros_spider.py, backstory_e_s_spider.py, hibernian_books_e_s_spider.py, uniliber_spider.py, iberlibro_spider.py. Pass182 hardened Spain from pending-backfill Iberia matrix rows into source/evidence-backed strict-main, weak-fit, operator/store, classifieds, legacy and offline layers. Broad Spain search should pause unless new book-specific recommerce surfaces emerge."
Sri Lanka,resolved_pass220_active_spiders_built,medium,2ndhandbooks marketplace-versus-curated-operator hardening,"Pass220 successfully resolved and built active spiders: bookswap_lk_spider.py, booknexus_lk_spider.py, secondhandbooks_lk_spider.py, hitad_spider.py, booxworm_lk_spider.py, facebook_colombo_books_spider.py, ikman_spider.py, bookexchange_spider.py. The site calls itself Sri Lanka’s largest used-books marketplace and says users can buy/sell, but physical-store/family-legacy/curated inventory signals still require independent seller-onboarding proof before removing the caveat."
Sri Lanka,resolved_pass220_active_spiders_built,medium,BookExchange/BookSwap inventory-turnover and 2ndhandbooks seller-onboarding proof only,"Pass220 successfully resolved and built active spiders: bookswap_lk_spider.py, booknexus_lk_spider.py, secondhandbooks_lk_spider.py, hitad_spider.py, booxworm_lk_spider.py, facebook_colombo_books_spider.py, ikman_spider.py, bookexchange_spider.py. Pass112 hardened the live strict-core evidence. Reopen only for active listing turnover, 2ndhandbooks independent seller/onboarding proof, or new standalone book-specific used/recommerce rail."
Sudan,resolved_pass220_active_spiders_built,medium,hardening pass,"Pass220 successfully resolved and built active spiders: genuine_reg2_alsoug_spider.py, sudan_ads_sd_spider.py, genuine_reg2_opensooqsd_spider.py, alsoug_sd_spider.py, locanto_sudan_spider.py, barcode_bookshop_sd_spider.py. Verify whether Sudanbooks, Al Khartoum used books, or Khartoum Books have active seller/onboarding/platform mechanics beyond social/single-store selling; conflict may affect current availability."
Suriname,resolved_pass220_active_spiders_built,medium-low,"Targeted only: reopen Suriname if a Suriname-native book-specific used/recommerce platform appears; if Facebook/Via2000/ViaMarkt expose structured book-detail metadata/ISBN or book-specialist seller rails beyond ordinary classifieds; or if Atlantis/Boekenportaal develops third-party seller, buyback, consignment, exchange, or public inventory-detail mechanics beyond single-operator book retail. Broad Suriname reopen no longer needed after pass156.","Pass220 successfully resolved and built active spiders: genuine_reg3_kuglisuriname_spider.py, genuine_reg3_adscentersuriname_spider.py. Pass156 opened Suriname as its own zero-row territory pass. It found Facebook Marketplace book-category activity, a book-specific second-hand Facebook group, Via2000 and ViaMarkt horizontal classifieds, Atlantis as a strong single-operator used/new bookseller with used-book-buying signal, and Boekenportaal as nonprofit book-ordering infrastructure. No standalone Suriname-native book-specific used/recommerce marketplace was verified. ISBN rule applied; no ISBN values captured."
Sweden,resolved_pass220_active_spiders_built,medium-low,"Targeted only: item-level ISBN/detail capture and seller-flow checks across Bokbörsen, Bookis Sweden, Studentapan, Campusbokhandeln/Adlibris Campus, Antikvariat.net, Bokliv, and any newly surfaced Sweden-native book-specific app/P2P rail.","Pass220 successfully resolved and built active spiders: bokborsen_spider.py, bookis_se_spider.py, bokborsen_se_spider.py, studentapan_spider.py, bokliv_spider.py, campusbokhandeln_spider.py. Pass169 hardened Sweden from a single skeletal Bokbörsen row to a mature strict-main Nordic recommerce profile. Broad Sweden searching should pause unless fresh strict-main evidence appears or a targeted ISBN/detail backfill is requested."
Switzerland,resolved_pass220_active_spiders_built,medium-low,"Targeted future work only: ISBN/detail extraction across Loopsy, Buchplanet, booklooker/Buchfreund/ZVAB/Antiqbook Swiss surfaces, plus monitor whether Exsila closure creates successor platforms.","Pass220 successfully resolved and built active spiders: eth_zurich_store_spider.py, switzerland_tutti_spider.py, zvab_ch_spider.py, ricardo_ch_spider.py, loopsy_spider.py, switzerland_anibis_spider.py. Pass180 converted Switzerland from DACH-matrix residue into a source/evidence-backed mixed strict-main + single-store + annex territory; broad searching should pause."
Syria,resolved_pass220_active_spiders_built,medium-high,Only reopen for an independent Syria-native book-specific used/recommerce marketplace; seller onboarding/listing/payment proof; Bando used-books listing-flow depth; direct inventory/account proof for Aleppo/Damascus used-book specialists; or new post-reopening platform evidence beyond Facebook/social classifieds.,"Pass220 successfully resolved and built active spiders: shorfto_sy_spider.py, darelfikr_spider.py, ketab_store_sy_spider.py. Pass120 hardened Syria after high-priority revisit: post-2026 fair/bookstore recovery and active Bando/Facebook used-book circulation are real, but no independent strict-main used-book marketplace was verified. Revisit is targeted, not broad."
Syria,resolved_pass220_active_spiders_built,medium-high,Only reopen for an independent Syria-native book-specific used/recommerce marketplace; seller onboarding/listing/payment proof; Bando used-books listing-flow depth; direct inventory/account proof for Aleppo/Damascus used-book specialists; or new post-reopening platform evidence beyond Facebook/social classifieds.,"Pass220 successfully resolved and built active spiders: shorfto_sy_spider.py, darelfikr_spider.py, ketab_store_sy_spider.py. Pass120 hardened Syria after high-priority revisit: post-2026 fair/bookstore recovery and active Bando/Facebook used-book circulation are real, but no independent strict-main used-book marketplace was verified. Revisit is targeted, not broad."
São Tomé and Príncipe,revisit,medium,"São Tomé student textbook resale, WhatsApp/Facebook buy-sell groups, used/consignment practices at Livraria Nón, and São Tomé-local Portuguese search variants.",Compact pass found strong Livraria Nón bookstore/online-order layer but no strict book-specific used-book marketplace or third-party seller rail.
Taiwan,resolved_pass220_active_spiders_built,medium,additional pass on specialist used-book and offline/fair depth,"Pass220 successfully resolved and built active spiders: eslite_tw_spider.py, mollie_t_w_spider.py, taaze_spider.py, cite_tw_spider.py, caves_books_t_w_spider.py, ruten_tw_spider.py, yabook_t_w_spider.py, books_tw_spider.py, yabook_tw_spider.py, sanmin_t_w_spider.py, kingstone_spider.py, shopee_t_w_spider.py. Clear main-universe case, but large enough to warrant a later enrichment pass."
Tajikistan,resolved_pass220_active_spiders_built,low,Arzon.tj books-category spot-check,"Pass220 successfully resolved and built active spiders: somon_tj_spider.py. Arzon.tj adds another Tajik horizontal classifieds rail; check only for a dedicated books category with strong used/private listing volume, not strict core."
Tajikistan,resolved_pass220_active_spiders_built,low,Tajikistan second-pass hardening for book-specific recommerce/seller-flow mechanics,Pass220 successfully resolved and built active spiders: somon_tj_spider.py. Existing compact pass was strengthened with additional classifieds/import-retail evidence; revisit only if local-language search exposes a specialist used-book/recommerce rail.
